file_path,val,act,dom
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,0,1,1
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,1,2,1
Session1/dialog/wav/Ses01M_impro02.wav,0,2,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,2,1,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,0
Session1/dialog/wav/Ses01M_impro02.wav,0,2,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,1,2,2
Session1/dialog/wav/Ses01M_impro02.wav,1,1,2
Session1/dialog/wav/Ses01M_impro02.wav,2,1,2
Session1/dialog/wav/Ses01M_impro02.wav,2,1,1
Session1/dialog/wav/Ses01M_impro02.wav,2,0,1
Session1/dialog/wav/Ses01M_impro02.wav,1,1,1
Session1/dialog/wav/Ses01M_impro02.wav,2,2,1
Session1/dialog/wav/Ses01M_impro02.wav,0,1,2
Session1/dialog/wav/Ses01M_impro02.wav,0,1,0
Session1/dialog/wav/Ses01M_impro02.wav,2,1,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,1
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,2,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,4,4,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,4,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,4,3
Session1/dialog/wav/Ses01M_impro03.wav,4,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,4,4,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,2,1,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,4,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,4,3
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,1,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,3
Session1/dialog/wav/Ses01M_impro03.wav,4,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,4,3,3
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,1
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,4,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,2,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,2,1,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,3,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,2,2
Session1/dialog/wav/Ses01M_impro03.wav,3,1,2
Session1/dialog/wav/Ses01M_impro07.wav,3,1,1
Session1/dialog/wav/Ses01M_impro07.wav,4,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,4,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,3
Session1/dialog/wav/Ses01M_impro07.wav,2,1,1
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,3
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,3
Session1/dialog/wav/Ses01M_impro07.wav,4,3,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,1
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,4,3,3
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,4,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,3,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,3,3
Session1/dialog/wav/Ses01M_impro07.wav,2,3,3
Session1/dialog/wav/Ses01M_impro07.wav,3,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,2,2,1
Session1/dialog/wav/Ses01M_impro07.wav,2,2,2
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,2,2,1
Session1/dialog/wav/Ses01M_impro07.wav,3,1,1
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro07.wav,3,2,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,2,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,2,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,2,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,0,1,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,0,2,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,2,1
Session1/dialog/wav/Ses01M_impro06.wav,1,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,2
Session1/dialog/wav/Ses01M_impro06.wav,0,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,1,2
Session1/dialog/wav/Ses01M_impro06.wav,0,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,2,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,2,1,2
Session1/dialog/wav/Ses01M_impro06.wav,1,1,1
Session1/dialog/wav/Ses01M_impro06.wav,1,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,1,2
Session1/dialog/wav/Ses01M_impro04.wav,2,1,1
Session1/dialog/wav/Ses01M_impro04.wav,2,1,2
Session1/dialog/wav/Ses01M_impro04.wav,2,1,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,1
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,3
Session1/dialog/wav/Ses01M_impro04.wav,2,3,3
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,1
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,1
Session1/dialog/wav/Ses01M_impro04.wav,2,2,1
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,3
Session1/dialog/wav/Ses01M_impro04.wav,2,2,3
Session1/dialog/wav/Ses01M_impro04.wav,2,2,3
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,3
Session1/dialog/wav/Ses01M_impro04.wav,3,3,2
Session1/dialog/wav/Ses01M_impro04.wav,3,2,2
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,1,1,2
Session1/dialog/wav/Ses01M_impro04.wav,1,3,2
Session1/dialog/wav/Ses01M_impro04.wav,1,2,2
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,2
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,2,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,2,3
Session1/dialog/wav/Ses01M_impro04.wav,2,3,3
Session1/dialog/wav/Ses01M_impro04.wav,2,2,2
Session1/dialog/wav/Ses01M_impro04.wav,1,2,3
Session1/dialog/wav/Ses01M_impro04.wav,1,2,2
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,2,3
Session1/dialog/wav/Ses01M_impro04.wav,0,4,3
Session1/dialog/wav/Ses01M_impro04.wav,1,3,3
Session1/dialog/wav/Ses01M_impro04.wav,1,2,2
Session1/dialog/wav/Ses01M_impro04.wav,1,3,2
Session1/dialog/wav/Ses01M_impro04.wav,1,2,1
Session1/dialog/wav/Ses01M_impro04.wav,1,3,4
Session1/dialog/wav/Ses01M_impro04.wav,1,3,2
Session1/dialog/wav/Ses01M_impro04.wav,1,2,0
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,1,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,3
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,3,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,3,3
Session1/dialog/wav/Ses01M_impro05.wav,2,2,3
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,2,2,3
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,1,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,1,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,3,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,2,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,4
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,4,4
Session1/dialog/wav/Ses01M_impro05.wav,0,4,4
Session1/dialog/wav/Ses01M_impro05.wav,0,3,4
Session1/dialog/wav/Ses01M_impro05.wav,1,2,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,3
Session1/dialog/wav/Ses01M_impro05.wav,1,3,4
Session1/dialog/wav/Ses01M_impro05.wav,0,4,4
Session1/dialog/wav/Ses01M_impro05.wav,0,4,4
Session1/dialog/wav/Ses01M_impro05.wav,1,2,3
Session1/dialog/wav/Ses01M_impro05.wav,2,1,2
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,1,3,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,2,3
Session1/dialog/wav/Ses01M_impro05.wav,1,2,2
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,4
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,4,4
Session1/dialog/wav/Ses01M_impro05.wav,1,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,3,3
Session1/dialog/wav/Ses01M_impro05.wav,0,1,1
Session1/dialog/wav/Ses01M_impro05.wav,0,4,3
Session1/dialog/wav/Ses01F_script01_3.wav,3,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,0,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,2,2
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,0,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,2
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,1
Session1/dialog/wav/Ses01F_script01_3.wav,4,3,1
Session1/dialog/wav/Ses01F_script01_3.wav,4,3,2
Session1/dialog/wav/Ses01F_script01_3.wav,4,3,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,2,2
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,2
Session1/dialog/wav/Ses01F_script01_3.wav,3,3,3
Session1/dialog/wav/Ses01F_script01_3.wav,3,3,2
Session1/dialog/wav/Ses01F_script01_3.wav,3,3,3
Session1/dialog/wav/Ses01F_script01_3.wav,3,1,2
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,2
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,2
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,2
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,2
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,0
Session1/dialog/wav/Ses01F_script01_3.wav,1,0,0
Session1/dialog/wav/Ses01F_script01_3.wav,1,0,1
Session1/dialog/wav/Ses01F_script01_3.wav,1,1,3
Session1/dialog/wav/Ses01F_script01_3.wav,2,2,3
Session1/dialog/wav/Ses01F_script01_3.wav,3,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,2,2
Session1/dialog/wav/Ses01F_script01_3.wav,3,2,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,1,1
Session1/dialog/wav/Ses01F_script01_3.wav,2,2,1
Session1/dialog/wav/Ses01F_script01_3.wav,4,3,2
Session1/dialog/wav/Ses01F_script01_3.wav,4,3,1
Session1/dialog/wav/Ses01F_script01_3.wav,3,3,2
